ID;ALIMENTO;C3;C4;C5;C6;C7;C8;C9;C10
11464;SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,WO/SALT;32;88,94;4,01;0,5;5,16;0,50999999;3,7;1,39
11467;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,RAW;19;94,2;0,94;0,24;4,04;;1,9;0,58
11468;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,WO/SALT;20;93,7;0,91;0,31;4,31;1,889999986;1,4;0,77
11471;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CND,DRND,SOLID,WO/SALT;13;96,04;0,61;0,07;2,96;1,190000057;1,4;0,32
11473;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,UNPREP;20;93,66;0,83;0,14;4,8;;1,2;0,58
11474;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,WO/SALT;25;92,24;1,28;0,2;5,54;2,329999924;1,4;0,74
11475;SQUASH,SUMMER,SCALLOP,RAW;18;94,18;1,2;0,2;3,84;;;0,58
11476;SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,WO/SALT;16;95;1,03;0,17;3,3;1,399999976;1,9;0,5
11477;SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW;16;94,64;1,21;0,18;3,35;1,730000019;1,1;0,62
11478;SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,WO/SALT;16;94,74;0,64;0,05;3,93;1,690000057;1,4;0,64
11479;SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,UNPREP;17;94,7;1,16;0,13;3,59;1,710000038;1,3;0,43
11480;SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,WO/SALT;17;94,74;1,15;0,13;3,56;1,690000057;1,3;0,42
11481;SQUASH,SMMR,ZUCCHINI,ITALIAN STYLE,CND;29;90,61;1,03;0,11;6,85;;;1,4
11482;SQUASH,WINTER,ACORN,RAW;40;87,78;0,8;0,1;10,42;;1,5;0,9
11483;SQUASH,WNTR,ACORN,CKD,BKD,WO/SALT;56;82,9;1,12;0,14;14,58;;4,4;1,26
11484;SQUASH,WNTR,ACORN,CKD,BLD,MSHD,WO/SALT;34;89,7;0,67;0,08;8,79;;2,6;0,76
11485;SQUASH,WNTR,BUTTERNUT,RAW;45;86,41;1;0,1;11,69;2,200000048;2;0,8
11486;SQUASH,WNTR,BUTTERNUT,CKD,BKD,WO/SALT;40;87,8;0,9;0,09;10,49;1,970000029;;0,72
11487;SQUASH,WNTR,BUTTERNUT,FRZ,UNPREP;57;82,5;1,76;0,1;14,41;2,829999924;1,3;1,23
11488;SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,WO/SALT;39;87,8;1,23;0,07;10,05;;;0,86
11489;SQUASH,WINTER,HUBBARD,RAW;40;88;2;0,5;8,7;;;0,8
11490;SQUASH,WNTR,HUBBARD,CKD,BKD,WO/SALT;50;85,1;2,48;0,62;10,81;;;0,99
11491;SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,WO/SALT;30;91,1;1,48;0,37;6,46;2,930000067;2,9;0,59
11492;SQUASH,WNTR,SPAGHETTI,RAW;31;91,6;0,64;0,57;6,91;;;0,28
11493;SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,WO/SALT;27;92,3;0,66;0,26;6,46;2,529999971;1,4;0,32
11495;SUCCOTASH,(CORN&LIMAS),RAW;99;73,1;5,03;1,02;19,59;;3,8;1,26
11496;SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,WO/SALT;115;68,37;5,07;0,8;24,38;;4,5;1,39
11497;SUCCOTASH,(CORN&LIMAS),CND,W/CRM STYLE CORN;77;78,17;2,64;0,54;17,61;;3;1,04
11499;SUCCOTASH,(CORN&LIMAS),CND,W/WHL KERNEL CORN,SOL&LIQUIDS;63;81,96;2,6;0,49;13,98;;2,6;0,96
11501;SUCCOTASH,(CORN&LIMAS),FRZ,UNPREP;93;74,11;4,31;0,89;19,94;;4;0,75
11502;SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,WO/SALT;93;74,1;4,31;0,89;19,95;2,210000038;4,1;0,75
11503;SWAMP CABBAGE,(SKUNK CABBAGE),RAW;19;92,47;2,6;0,2;3,14;;2,1;1,6
11504;SWAMP CABBAGE,CKD,BLD,DRND,WO/SALT;20;92,93;2,08;0,24;3,71;;1,9;1,05
11505;SWEET POTATO LEAVES,RAW;35;87,96;4;0,3;6,38;;2;1,36
11506;SWEET POTATO LEAVES,CKD,STMD,WO/ SALT;34;88,71;2,32;0,3;7,32;5,420000076;1,9;1,35
11507;SWEET POTATO,RAW,UNPREP;86;77,28;1,57;0,05;20,12;4,179999828;3;0,99
11508;SWEET POTATO,CKD,BKD IN SKN,WO/ SALT;90;75,78;2,01;0,15;20,71;8,43999958;3,3;1,35
11510;SWEET POTATO,CKD,BLD,WO/ SKN;76;80,13;1,37;0,14;17,72;5,739999771;2,5;0,63
11512;SWEET POTATO,CND,VACUUM PK;91;76,03;1,65;0,2;21,12;5;1,8;1
11514;SWEET POTATO,CND,MSHD;101;73,88;1,98;0,2;23,19;5,449999809;1,7;0,75
11516;SWEET POTATO,FRZ,UNPREP;96;74,89;1,71;0,18;22,22;;1,7;1
11517;SWEET POTATO,FRZ,CKD,BKD,WO/ SALT;100;73,7;1,71;0,12;23,4;9,170000076;1,8;1,07
11518;TARO,RAW;112;70,64;1,5;0,2;26,46;0,400000006;4,1;1,2
11519;TARO,COOKED,WITHOUT SALT;142;63,8;0,52;0,11;34,6;0,49000001;5,1;0,97
11520;TARO LEAVES,RAW;42;85,66;4,98;0,74;6,7;3,00999999;3,7;1,92
11521;TARO LEAVES,CKD,STMD,WO/SALT;24;92,15;2,72;0,41;4,02;;2;0,7
11522;TARO SHOOTS,RAW;11;95,82;0,92;0,09;2,32;;;0,85
11523;TARO SHOOTS,CKD,WO/SALT;14;95,3;0,73;0,08;3,2;;;0,7
11525;TARO,TAHITIAN,RAW;44;87,96;2,79;0,97;6,91;;;1,38
11526;TARO,TAHITIAN,CKD,WO/SALT;44;86,46;4,16;0,68;6,85;;;1,85
11527;TOMATOES,GREEN,RAW;23;93;1,2;0,2;5,1;4;1,1;0,5
11529;TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE;18;94,5;0,88;0,2;3,92;2,630000114;1,2;0,5
11530;TOMATOES,RED,RIPE,CKD;18;94,34;0,95;0,11;4,01;2,49000001;0,7;0,6
11531;TOMATOES,RED,RIPE,CND,WHL,REG PK;17;94,34;0,8;0,13;3,91;2,559999943;0,9;0,82
11533;TOMATOES,RED,RIPE,CND,STWD;26;91,54;0,91;0,19;6,19;4,409999847;1;1,17
11535;TOMATOES,RED,RIPE,CND,WEDGES IN TOMATO JUC;26;91,78;0,79;0,16;6,31;3,720000029;1,4;0,96
11537;TOMATOES,RED,RIPE,CND,W/GRN CHILIES;15;94,23;0,69;0,08;3,62;;;1,39
11540;TOMATO JUC,CND,W/SALT;17;93,9;0,76;0,05;4,24;3,559999943;0,4;1,05
11546;TOMATO PRODUCTS,CND,PASTE,WO/SALT;82;73,5;4,32;0,47;18,91;10,40999985;4,5;2,8
11547;TOMATO PRODUCTS,CND,PUREE,WO/SALT;38;87,88;1,65;0,21;8,98;4,829999924;1,9;1,28
11548;TOMATO POWDER;302;3,06;12,91;0,44;74,68;43,90000153;16,5;8,91
11549;TOMATO PRODUCTS,CND,SAU;32;89,07;1,32;0,24;7,37;4,25;1,5;2
11551;TOMATO PRODUCTS,CND,SAU,W/MUSHROOMS;35;87,97;1,45;0,13;8,43;4,679999828;1,5;2,02
11553;TOMATO PRODUCTS,CND,SAU,W/ONIONS;42;86,09;1,56;0,19;9,94;;1,8;2,21
11555;TOMATO PRODUCTS,CND,SAU,W/HERBS&CHS;59;83,43;2,13;1,93;10,24;;2,2;2,27
11557;TOMATO PRODUCTS,CND,SAU,W/ONIONS,GRN PEPPERS,&CELERY;41;88,28;0,94;0,74;8,77;7,360000134;1,4;1,27
11559;TOMATO PRODUCTS,CND,SAU,W/TOMATO TIDBITS;32;89,09;1,32;0,39;7,09;;1,4;2,11
11563;TREE FERN,CKD,WO/SALT;40;88,6;0,29;0,07;10,98;;3,7;0,06
11564;TURNIPS,RAW;28;91,87;0,9;0,1;6,43;3,799999952;1,8;0,7
11565;TURNIPS,CKD,BLD,DRND,WO/SALT;22;93,6;0,71;0,08;5,06;2,99000001;2;0,55
11566;TURNIPS,FROZEN,UNPREPARED;16;95,67;1,04;0,16;2,94;;1,8;0,19
11567;TURNIPS,FRZ,CKD,BLD,DRND,WO/SALT;23;93,6;1,53;0,24;4,35;2,349999905;2;0,28
11568;TURNIP GREENS,RAW;32;89,67;1,5;0,3;7,13;0,810000002;3,2;1,4
11569;TURNIP GRNS,CKD,BLD,DRND,WO/SALT;20;93,2;1,14;0,23;4,36;0,529999971;3,5;1,07
11570;TURNIP GRNS,CND,SOL&LIQUIDS;14;94,69;1,36;0,3;2,42;;1,7;1,23
11574;TURNIP GRNS,FRZ,UNPREP;22;92,93;2,47;0,31;3,67;;2,5;0,62
11575;TURNIP GRNS,FRZ,CKD,BLD,DRND,WO/SALT;29;90,4;3,35;0,42;4,98;0,75;3,4;0,85
11576;TURNIP GRNS&TURNIPS,FRZ,UNPREP;21;93,13;2,46;0,19;3,4;;2,4;0,83
11577;TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,WO/SALT;21;94,19;2,08;0,16;2,87;1,070000052;1,8;0,7
11578;VEGETABLE JUC COCKTAIL,CND;19;93,52;0,63;0,09;4,55;3,299999952;0,8;1,21
11579;VEGETABLES,MXD,CND,SOL&LIQUIDS;36;90,24;1,42;0,25;7,12;;3,8;0,96
11581;VEGETABLES,MXD,CND,DRND SOL;49;87,01;2,59;0,25;9,26;2,450000048;3;0,89
11583;VEGETABLES,MXD,FRZ,UNPREP;64;82,08;3,33;0,52;13,46;;4;0,6
11584;VEGETABLES,MXD,FRZ,CKD,BLD,DRND,WO/SALT;65;83,23;2,86;0,15;13,09;3,160000086;4,4;0,67
11587;VINESPINACH,(BASELLA),RAW;19;93,1;1,8;0,3;3,4;;;1,4
11588;WATERCHESTNUTS,CHINESE,(MATAI),RAW;97;73,46;1,4;0,1;23,94;4,800000191;3;1,1
11590;WATERCHESTNUTS,CHINESE,CND,SOL&LIQUIDS;50;86,42;0,88;0,06;12,3;2,460000038;2,5;0,34
11591;WATERCRESS,RAW;11;95,11;2,3;0,1;1,29;0,200000003;0,5;1,2
11593;WAXGOURD,(CHINESE PRESERVING MELON),RAW;13;96,1;0,4;0,2;3;;2,9;0,3
11594;WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,WO/SALT;14;96,06;0,4;0,2;3,04;1,179999948;1;0,3
11595;WINGED BNS,IMMAT SEEDS,RAW;49;87,04;6,95;0,87;4,31;;;0,83
11596;WINGED BNS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT;38;90,11;5,31;0,66;3,21;;;0,71
11597;WINGED BEAN LEAVES,RAW;74;76,85;5,85;1,1;14,1;;;2,1
11599;WINGED BEAN TUBER,RAW;148;57,4;11,6;0,9;28,1;;;2
11601;YAM,RAW;118;69,6;1,53;0,17;27,88;0,5;4,1;0,82
11602;YAM,CKD,BLD,DRND,OR BKD,WO/SALT;116;70,13;1,49;0,14;27,58;0,49000001;3,9;0,66
11603;YAMBEAN (JICAMA),RAW;38;90,07;0,72;0,09;8,82;1,799999952;4,9;0,3
11604;YAMBEAN (JICAMA),CKD,BLD,DRND,WO/SALT;38;90,07;0,72;0,09;8,82;;;0,3
11605;BEETS,HARVARD,CND,SOL&LIQUIDS;73;80,16;0,84;0,06;18,18;;2,5;0,76
11609;BEETS,PICKLED,CND,SOL&LIQUIDS;65;81,88;0,8;0,08;16,28;;2,6;0,96
11613;BORAGE,RAW;21;93;1,8;0,7;3,06;;;1,44
11614;BORAGE,CKD,BLD,DRND,WO/SALT;25;91,88;2,09;0,81;3,55;;;1,67
11615;CHIVES,FREEZE-DRIED;311;2;21,2;3,5;64,29;;26,2;9,01
11616;DOCK,RAW;22;93;2;0,7;3,2;;2,9;1,1
11617;DOCK,CKD,BLD,DRND,WO/SALT;20;93,6;1,83;0,64;2,93;;2,6;1,01
11618;EPPAW,RAW;150;60;4,6;1,8;31,68;;;1,92
11620;HORSERADISH-TREE,PODS,RAW;37;88,2;2,1;0,2;8,53;;3,2;0,97
11621;HORSERADISH-TREE,PODS,CKD,BLD,DRND,WO/SALT;36;88,42;2,09;0,19;8,18;;4,2;1,12
11622;KALE,SCOTCH,RAW;42;87;2,8;0,6;8,32;;1,7;1,28
11623;KALE,SCOTCH,CKD,BLD,DRND,WO/SALT;28;91,2;1,9;0,41;5,63;;1,2;0,87
11624;LEEKS,(BULB&LOWER-LEAF PORTION),FREEZE-DRIED;321;2;15,2;2,1;74,65;;10,4;6,05
11625;PARSLEY,FREEZE-DRIED;271;2;31,3;5,2;42,38;;32,7;19,12
11626;BEANS,MUNG,MATURE SEEDS,SPROUTED,CND,DRND SOL;12;96,1;1,4;0,06;2,14;1,340000033;0,8;0,3
11632;PEPPERS,JALAPENO,CND,SOL&LIQUIDS;27;88,89;0,92;0,94;4,74;2,140000105;2,6;4,51
11634;PEPPERS,SWT,GRN,FREEZE-DRIED;314;2;17,9;3;68,7;40,77000046;21,3;8,4
11637;RADISHES,WHITE ICICLE,RAW;14;95,37;1,1;0,1;2,63;;1,4;0,8
11640;SHALLOTS,FREEZE-DRIED;348;2;12,3;0,5;80,7;;;4,5
11641;SQUASH,SMMR,ALL VAR,RAW;16;94,64;1,21;0,18;3,35;2,200000048;1,1;0,62
11642;SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,WO/SALT;20;93,7;0,91;0,31;4,31;2,589999914;1,4;0,77
11643;SQUASH,WNTR,ALL VAR,RAW;34;89,76;0,95;0,13;8,59;2,200000048;1,5;0,57
11644;SQUASH,WNTR,ALL VAR,CKD,BKD,WO/SALT;37;89,21;0,89;0,35;8,85;3,299999952;2,8;0,69
11645;SWEET POTATO,CND,SYRUP PK,SOL & LIQUIDS;89;77,39;0,98;0,2;20,93;15,39999962;2,5;0,5
11647;SWEET POTATO,CND,SYRUP PK,DRND SOL;108;72,47;1,28;0,32;25,36;5,739999771;3;0,57
11649;TOMATO PRODUCTS,CND,SAU,SPANISH STYLE;33;89,08;1,44;0,27;7,24;;1,4;1,98
11653;BEANS,PINTO,MATURE SEEDS,SPROUTED,RAW;62;81,3;5,25;0,9;11,6;;;0,95
11654;BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT;22;93,39;1,86;0,32;4,1;;;0,34
11655;CARROT JUICE,CANNED;40;88,87;0,95;0,15;9,29;3,910000086;0,8;0,75
11656;CORN PUDD,HOME PREP;131;72,33;4,35;5,08;17;6,96999979;1,4;1,25
11657;POTATOES,MSHD,HOME-PREPARED,WHL MILK ADDED;83;78,51;1,92;0,57;17,53;1,50999999;1,5;1,46
11658;SPINACH SOUFFLE;171;70,79;7,91;12,95;5,82;1,850000024;0,7;2,52
11659;SWEET POTATO,CKD,CANDIED,HOME-PREPARED;144;66,94;0,87;3,25;27,86;;2,4;1,08
11660;TOMATOES,RED,RIPE,CKD,STWD;79;80,63;1,96;2,68;13,05;;1,7;1,68
11663;SEAWEED,AGAR,DRIED;306;8,68;6,21;0,3;80,88;2,970000029;7,7;3,93
11666;SEAWEED,SPIRULINA,RAW;26;90,67;5,92;0,39;2,42;;;0,6
11667;SEAWEED,SPIRULINA,DRIED;290;4,68;57,47;7,72;23,9;3,099999905;3,6;6,23
11669;SEAWEED,WAKAME,RAW;45;79,99;3,03;0,64;9,14;0,649999976;0,5;7,2
11670;PEPPERS,HOT CHILI,GRN,RAW;40;87,74;2;0,2;9,46;5,099999905;1,5;0,6
11671;POTATOES,O'BRIEN,HOME-PREPARED;81;79,6;2,35;1,28;15,47;;;1,29
11672;POTATO PANCAKES;269;47,69;6,06;14,75;27,9;1,799999952;3,2;3,59
11674;POTATO,BKD,FLESH & SKN,WO/ SALT;93;74,89;2,5;0,13;21,15;1,179999948;2,2;1,33
11675;POTATOES,MICROWAVED,CKD IN SKN,FLESH&SKN,WO/SALT;105;72,04;2,44;0,1;24,24;;2,3;1,18
11676;RADISH SEEDS,SPROUTED,RAW;43;90,07;3,81;2,53;3,6;;;0,53
11677;SHALLOTS,RAW;72;79,8;2,5;0,1;16,8;;;0,8
11683;CARROT,DEHYDRATED;341;4;8,1;1,49;79,57;37,95999908;23,6;6,84
11693;TOMATOES,CRUSHED,CANNED;32;89,44;1,64;0,28;7,29;;1,9;1,35
11695;TOMATOES,ORANGE,RAW;16;94,78;1,16;0,19;3,18;;0,9;0,69
11696;TOMATOES,YELLOW,RAW;15;95,28;0,98;0,26;2,98;;0,7;0,5
11697;ARROWROOT,RAW;65;80,75;4,24;0,2;13,39;;1,3;1,42
11698;CHRYSANTHEMUM LEAVES,RAW;24;91,4;3,36;0,56;3,01;;3;1,67
11700;AMARANTH LEAVES,CKD,BLD,DRND,W/SALT;21;91,49;2,11;0,18;4,11;;;2,11
11701;ARROWHEAD,CKD,BLD,DRND,W/SALT;78;77,08;4,49;0,1;16,14;;;2,19
11702;ARTICHOKES,(GLOBE OR FRENCH),CKD,BLD,DRND,W/SALT;50;83,97;3,48;0,16;11,18;0,99000001;5,4;1,21
11703;ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,W/SALT;45;86,5;3,11;0,5;9,18;0,829999983;4,6;0,71
11705;ASPARAGUS,CKD,BLD,DRND,W/SALT;22;92,63;2,4;0,22;4,11;1,299999952;2;0,63
11707;ASPARAGUS,CND,NO SALT,SOL&LIQUIDS;15;94,32;1,8;0,18;2,48;1;1;1,22
11709;ASPARAGUS,FRZ,CKD,BLD,DRND,W/SALT;18;94,1;2,95;0,42;1,92;0,319999993;1,6;0,61
11710;BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,CKD,BLD,DRND,W/SALT;35;88,69;3,6;0,2;6,78;1,039999962;1,9;0,73
11711;BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,W/SALT;19;93,95;0,84;0,18;4,32;1,950000048;2;0,71
11712;BAMBOO SHOOTS,CKD,BLD,DRND,W/SALT;11;95,92;1,53;0,22;1,52;;1;0,81
11713;BEANS,KIDNEY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT;33;89,3;4,83;0,58;4,72;;;0,58
11714;LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT;123;67,17;6,81;0,32;23,64;1,629999995;5,3;2,06
11715;LIMA BNS,IMMAT SEEDS,CND,NO SALT,SOL&LIQUIDS;71;81,17;4,07;0,29;13,33;0,930000007;3,6;1,14
11716;LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,W/SALT;105;72,35;6,65;0,3;19,45;1,370000005;6;1,25
11717;LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,W/SALT;103;72,98;6,07;0,34;19,32;1,340000033;5,8;1,3
11718;MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT;21;93,39;2,03;0,09;4,19;2,839999914;0,8;0,3
11719;BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT;78;76,02;7,07;0,81;15,01;;;1,09
11720;BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT;162;58,01;9,31;0,48;30,88;;8,6;1,33
11721;BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT;22;93,39;1,86;0,32;4,1;;;0,34
11722;BEANS,SNAP,YELLOW,RAW;31;90,27;1,82;0,12;7,14;;3,4;0,66
11723;BEANS,SNAP,GRN,CKD,BLD,DRND,W/SALT;35;89,22;1,89;0,28;7,88;1,549999952;3,2;0,73
11724;BEANS,SNAP,YEL,CKD,BLD,DRND,WO/SALT;35;89,22;1,89;0,28;7,88;1,549999952;3,3;0,73
11725;BEANS,SNAP,YEL,CKD,BLD,DRND,W/SALT;35;89,22;1,89;0,28;7,88;1,549999952;3,3;0,73
11726;BEANS,SNAP,GRN,CND,NO SALT,SOL&LIQUIDS;15;94,68;0,8;0,1;3,5;;1,5;0,92
11727;BEANS,SNAP,YEL,CND,REG PK,SOL&LIQUIDS;15;94,68;0,8;0,1;3,5;;1,5;0,92
11728;BEANS,SNAP,YEL,CND,NO SALT,SOL&LIQUIDS;15;94,68;0,8;0,1;3,5;;1,5;0,92
11729;BEANS,SNAP,GRN,CND,NO SALT,DRND SOL;20;93,3;1,15;0,1;4,5;0,959999979;1,9;0,95
11730;BEANS,SNAP,YEL,FRZ,ALL STYLES,UNPREP;33;89,88;1,8;0,21;7,57;;2,8;0,53
11731;BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND,W/SALT;28;91,42;1,49;0,17;6,45;1,230000019;3;0,47
11732;BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,WO/SALT;28;91,42;1,49;0,17;6,45;1,230000019;3;0,47
11733;BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,W/SALT;28;91,42;1,49;0,17;6,45;1,230000019;3;0,47
11734;BEETS,CKD,BOILED. DRND,W/SALT;44;87,06;1,68;0,18;9,96;7,960000038;2;1,12
11735;BEETS,CND,NO SALT,SOL&LIQUIDS;28;91,62;0,8;0,07;6,57;5,380000114;1,2;0,94
11736;BEET GRNS,CKD,BLD,DRND,W/SALT;27;89,13;2,57;0,2;5,46;0,600000024;2,9;2,64
11737;BORAGE,CKD,BLD,DRND,W/SALT;25;91,88;2,09;0,81;3,55;;;1,67
11738;BROADBEANS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT;62;83,7;4,8;0,5;10,1;;;0,9
11739;BROCCOLI,LEAVES,RAW;28;90,69;2,98;0,35;5,24;;;0,92
11740;BROCCOLI,FLOWER CLUSTERS,RAW;28;90,69;2,98;0,35;5,24;;;0,92
11741;BROCCOLI,STALKS,RAW;28;90,69;2,98;0,35;5,24;;;0,92
11742;BROCCOLI,CKD,BLD,DRND,W/SALT;28;90,69;2,98;0,35;5,06;1,389999986;3,3;0,92
11743;BROCCOLI,FRZ,CHOPD,CKD,BLD,DRND,W/SALT;28;90,72;3,1;0,12;5,35;1,440000057;3;0,71
11744;BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,W/SALT;28;90,72;3,1;0,11;5,35;1,440000057;3;0,71
11745;BRUSSELS SPROUTS,CKD,BLD,DRND,W/SALT;41;87,32;2,55;0,51;8,67;1,74000001;2,6;0,95
11746;BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,W/SALT;42;86,74;3,64;0,39;8,32;2,079999924;4,1;0,91
11747;BURDOCK ROOT,CKD,BLD,DRND,W/SALT;88;75,64;2,09;0,14;21,15;3,549999952;1,8;0,98
11748;BUTTERBUR,CKD,BLD,DRND,W/SALT;8;96,7;0,23;0,02;2,16;;;0,88
11749;CABBAGE,COMMON,FRESHLY HARVEST,RAW;24;92,52;1,21;0,18;5,37;;2,3;0,72
11750;CABBAGE,COMMON (DANISH,DOMESTIC,&POINTED TYPES),STORED,RAW;24;92,52;1,21;0,18;5,37;;2,3;0,72
11751;CABBAGE,COMMON,CKD,BLD,DRND,W/SALT;22;93,6;1,02;0,43;4,46;2,920000076;1,9;0,49
11752;CABBAGE,RED,CKD,BLD,DRND,W/SALT;29;90,84;1,51;0,09;6,94;3,319999933;2,6;0,62
11753;CABBAGE,SAVOY,CKD,BLD,DRND,W/SALT;24;92;1,8;0,09;5,41;;2,8;0,7
11754;CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,W/SALT;12;95,55;1,56;0,16;1,78;0,829999983;1;0,95
11755;CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,W/SALT;14;95,24;1,5;0,17;2,41;;1,7;0,68
11756;CARDOON,CKD,BLD,DRND,W/SALT;22;93,46;0,76;0,11;5,33;;1,7;0,34
11757;CARROTS,CKD,BLD,DRND,W/SALT;35;90,17;0,76;0,18;8,22;3,450000048;3;0,67
11758;CARROTS,CND,NO SALT,SOL&LIQUIDS;23;92,99;0,59;0,14;5,37;2,460000038;1,8;0,92
11759;CARROTS,CND,NO SALT ,DRND SOL;25;92,95;0,64;0,19;5,54;2,480000019;1,5;0,68
11760;CARROTS,FRZ,CKD,BLD,DRND,W/SALT;37;90,32;0,58;0,68;7,73;4,079999924;3,3;0,69
11761;CAULIFLOWER,CKD,BLD,DRND,W/SALT;23;93;1,84;0,45;4,11;1,409999967;2,7;0,6
11762;CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT;19;94;1,61;0,22;3,75;1,049999952;2,7;0,42
11763;CELERIAC,CKD,BLD,DRND,W/SALT;27;92,3;0,96;0,19;5,9;;;0,64
11764;CELERY,CKD,BLD,DRND,W/SALT;18;94,11;0,83;0,16;4,01;2,369999886;1,6;0,9
11765;CHARD,SWISS,CKD,BLD,DRND,W/SALT;20;92,65;1,88;0,08;4,13;1,100000024;2,1;1,26
11766;CHAYOTE,FRUIT,CKD,BLD,DRND,W/SALT;24;93,43;0,62;0,48;5,09;;2,8;0,38
11767;CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,W/SALT;20;92,49;1,64;0,09;4,31;2,00999999;2,3;1,47
11768;COLLARDS,CKD,BLD,DRND,W/SALT;26;91,86;2,11;0,36;4,91;0,400000006;2,8;0,76
11769;COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT;36;88,47;2,97;0,41;7,11;0,569999993;2,8;1,05
11770;CORN,SWT,YEL,CKD,BLD,DRND,W/SALT;108;69,57;3,32;1,28;25,11;3,170000076;2,8;0,72
11771;CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS;64;81,34;1,95;0,5;15,41;2,829999924;1,7;0,8
11772;CORN,SWT,YEL,CND,CRM STYLE,NO SALT;72;78,73;1,74;0,42;18,13;3,230000019;1,2;0,98
11773;CORN,SWT,YEL,CND,VACUUM PK,NO SALT;79;76,58;2,41;0,5;19,44;3,559999943;2;1,07
11774;CORN,SWT,YEL,FRZ,KRNLS,CUT OFF COB,BLD,DRND,W/SALT;81;77,03;2,55;0,67;19,3;3,069999933;2,4;0,44
11775;CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT;93;73,2;3,11;0,74;22,33;3,589999914;2,8;0,62
11777;COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,W/SALT;97;75,48;3,17;0,38;20,32;3,230000019;5;0,65
11778;COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT;132;66,1;8,49;0,66;23,76;4,460000038;6,4;0,99
11779;COWPEAS,YOUNG PODS W/SEEDS,CKD,BLD,DRND,W/SALT;34;89,5;2,6;0,3;7;;;0,6
11780;COWPEAS,LEAFY TIPS,CKD,BLD,DRND,W/SALT;22;91,3;4,67;0,1;2,8;;;1,13
11781;CRESS,GARDEN,CKD,BLD,DRND,W/SALT;23;92,5;1,9;0,6;3,8;3,109999895;0,7;1,2
11782;DANDELION GRNS,CKD,BLD,DRND,W/SALT;33;89,8;2;0,6;6,4;2,730000019;2,9;1,2
11783;EGGPLANT,CKD,BLD,DRND,W/SALT;35;89,67;0,83;0,23;8,73;3,200000048;2,5;0,54
11784;GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,W/SALT;15;95,32;0,6;0,02;3,69;;;0,37
